index,status_group
65666,non functional
25266,functional needs repair
53068,functional
20018,functional
20824,functional
24279,functional
7347,non functional
24294,functional
66781,non functional
23565,functional
53290,functional
10800,functional
21765,non functional
42555,non functional
20074,non functional
17942,functional
26770,functional
17859,functional needs repair
27565,functional
65620,functional
48576,functional
54260,non functional
65272,functional
72792,non functional
68481,functional
12424,functional
58691,functional
20189,functional
16606,functional
36717,functional needs repair
9386,non functional
41603,functional
68640,non functional
16586,functional
50014,non functional
14662,non functional
56402,functional needs repair
48747,functional needs repair
67386,functional
65883,functional
7716,non functional
43806,non functional
65928,non functional
70841,functional
46854,functional
65122,functional
4718,functional
1615,functional
42065,functional
16871,functional
56557,functional
35572,functional needs repair
20973,non functional
62697,functional
18218,functional
34322,non functional
51358,functional
57215,non functional
64888,functional
16301,functional
1301,functional
68367,functional needs repair
65802,non functional
26456,functional needs repair
17378,non functional
35721,non functional
31026,functional
69394,non functional
7354,functional
3260,functional
31931,non functional
68223,functional
44923,functional
24669,functional
25958,non functional
15676,functional
73591,non functional
27796,functional
56518,functional
72182,functional
49076,functional
3557,functional
36275,non functional
3979,non functional
61174,functional
73673,functional
54256,non functional
12869,functional
5420,non functional
69171,functional
43945,functional
42459,functional needs repair
49021,non functional
14078,functional
12011,non functional
28769,functional
19465,functional
9861,non functional
50214,functional
12239,functional needs repair
41527,non functional
68302,non functional
15907,functional
61673,non functional
45396,non functional
59306,non functional
14651,functional
34235,non functional
58491,functional
65781,functional
253,non functional
35514,functional
26108,non functional
38971,functional
44659,functional
46225,functional
73158,functional
4080,functional
21879,non functional
32806,functional
52470,functional
13547,non functional
48843,functional
65670,functional
60020,non functional
32582,functional
41704,functional
58890,functional
64637,functional
10812,functional
3342,functional
51514,non functional
61409,non functional
47920,functional
16771,non functional
66244,functional
63043,functional
37102,non functional
26330,non functional
69312,functional
26437,functional
35326,non functional
51833,functional
56301,functional
22014,functional
62571,non functional
67089,functional
72146,functional
58007,functional
22934,functional
34105,functional
40889,functional
20641,non functional
4991,non functional
2380,functional
63038,functional
42706,functional
73209,functional
13770,functional
2806,non functional
64467,non functional
4212,non functional
59878,functional
357,functional needs repair
46447,functional
65688,functional
13284,functional
25124,non functional
43948,non functional
67884,functional
43487,functional
42744,functional
33724,functional
65187,functional
65114,non functional
72966,functional
72450,functional
33183,functional needs repair
14588,functional
3983,functional
18699,functional
22386,non functional
16650,non functional
13619,functional
33530,non functional
8952,functional
12364,non functional
62522,functional needs repair
10699,functional
43376,non functional
55300,non functional
46336,non functional
44039,functional
33732,non functional
28347,functional
73236,functional
6397,functional needs repair
53178,non functional
8180,functional
42619,non functional
20681,functional needs repair
39520,non functional
55694,functional
19003,functional needs repair
20281,functional
25520,functional
37201,non functional
65762,functional
39461,non functional
25366,functional
70179,functional
22482,functional
58468,functional
33449,functional
66916,functional
57066,functional
63306,non functional
30077,functional
19705,non functional
36866,functional
19715,functional
3923,functional
36919,functional
47614,functional
49270,functional
56937,non functional
21430,non functional
31051,functional
16689,functional
476,functional
25145,functional
10775,non functional
49756,functional
54487,functional
